,CIK Number,Entity Name,Address_1,City,State,Zip Code
237,0000313850,VANGUARD TRUSTEES' EQUITY FUND,PO BOX 2600,VALLEY FORGE,PA,19482
238,0000314391,FIRST INVESTORS LIFE VARIABLE ANNUITY FUND A,40 WALL STREET,NEW YORK,NY,10005-1343
239,0000314568,KMA VARIABLE ACCOUNT,DELAWARE LIFE INSURANCE COMPANY,WALTHAM,MA,02451
240,0000314612,"PRUDENTIAL NATIONAL MUNI FUND, INC.",655 BROAD STREET,NEWARK,NJ,07102
241,0000314650,EDWARD JONES MONEY MARKET FUND,12555 MANCHESTER ROAD,ST. LOUIS,MO,63131
242,0000314853,MFS RELIASTAR VARIABLE ACCOUNT,20 WASHINGTON AVE S,MINNEAPOLIS,MN,55401
243,0000314900,TALCOTT RESOLUTION LIFE INSURANCE CO SEPARATE ACCOUNT TWO NQ VARI ACCO,P O BOX 2999,HARTFORD,CT,06104-2999
244,0000315554,JOHN HANCOCK BOND TRUST,C/O JOHN HANCOCK FUNDS,BOSTON,MA,02116
245,0000315700,FIDELITY ADVISOR SERIES VII,245 SUMMER STREET,BOSTON,MA,02210
246,0000315748,"T. Rowe Price Tax-Exempt Money Fund, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
247,0000315754,OHIO NATIONAL FUND INC,ONE FINANCIAL WAY,CINCINNATI,OH,45242
248,0000315774,FORUM FUNDS,THREE CANAL PLAZA,PORTLAND,ME,04101
249,0000315812,MORGAN STANLEY TAX FREE DAILY INCOME TRUST,522 FIFTH AVENUE,NEW YORK,NY,10036
250,0000316968,"T. Rowe Price Government Money Fund, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
251,0000317031,PUTNAM GLOBAL NATURAL RESOURCES FUND,ONE POST OFFICE SQ,BOSTON,MA,02109
252,0000317411,HANCOCK JOHN VARIABLE LIFE ACCOUNT U,JOHN HANCOCK LIFE INSURANCE CO. (U.S.A.),BOSTON,MA,02116
253,0000318478,"BNY MELLON APPRECIATION FUND, INC.","C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10286
254,0000318531,"PRUDENTIAL JENNISON SMALL CO FUND, INC.",655 BROAD STREET,NEWARK,NJ,07102
255,0000318791,VARIABLE ACCOUNT A OF MONARCH LIFE INSURANCE CO,ONE MONARCH PL,SPRINGFIED,MA,01133
256,0000318874,MFS SERIES TRUST VII,111 HUNTINGTON AVENUE,BOSTON,MA,02199
257,0000319108,"BlackRock Series Fund, Inc.",100 BELEVUE PARKWAY,WILMINGTON,DE,19809
258,0000319539,RELIASTAR LIFE INS CO OF NY VARIABLE ANNUITY FUNDS M P & Q,1000 WOODBURY ROAD,WOODBURY,NY,11797
259,0000319676,Calvert Management Series,1825 CONNECTICUT AVENUE NW,WASHINGTON,DC,20009
260,0000319767,OPPENHEIMER CAPITAL APPRECIATION FUND,6803 SOUTH TUCSON WAY,CENTENNIAL,CO,80112-3924
261,0000320351,FIDELITY SELECT PORTFOLIOS,245 SUMMER STREET,BOSTON,MA,02210
262,0000320580,GUARDIAN VALUE LINE SEPARATE ACCOUNT,"10 HUDSON YARDS, 22 FLOOR",NEW YORK,NY,10001
263,0000350181,"AB SUSTAINABLE GLOBAL THEMATIC FUND, INC.",ALLIANCEBERNSTEIN LP,NEW YORK,NY,10105
264,0000350900,TEMPLETON GLOBAL SMALLER COMPANIES FUND,300 S.E. 2ND STREET,FORT LAUDERDALE,FL,33301-1923
265,0000351601,RUSSELL INVESTMENT CO,1301 SECOND AVENUE,SEATTLE,WA,98101
266,0000352078,SBL VARIABLE ANNUITY ACCOUNT III,SECURITY BENEFIT LIFE INSURANCE CO,TOPEKA,KS,66636-0001
267,0000352664,SBL VARIABLE ANNUITY ACCOUNT IV,SECURITY BENEFIT LIFE INSURANCE CO,TOPEKA,KS,66636-0001
268,0000352665,"PRUDENTIAL SECTOR FUNDS, INC.",655 BROAD STREET,NEWARK,NJ,07102
269,0000353101,Federated Hermes Short-Intermediate Duration Municipal Trust,4000 ERICSSON DRIVE,WARRENDALE,PA,15086-7561
270,0000353281,BLACKROCK FINANCIAL INSTITUTIONS SERIES TRUST,100 BELLEVUE PARKWAY,WILMINGTON,DE,19809
271,0000353445,MASSACHUSETTS MUTUAL VARIABLE ANNUITY SEPARATE ACCOUNT 1,1295 STATE STREET,SPRINGFIELD,MA,01111
272,0000353448,ZALICO VARIABLE ANNUITY SEPARATE ACCOUNT,2500 WESTFIELD DRIVE,ELGIN,IL,60123
273,0000353560,"GENERAL MONEY MARKET FUND, INC.","C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10286
274,0000353894,LINCOLN NATIONAL VARIABLE ANNUITY ACCOUNT C,P O BOX 1110,FORT WAYNE,IN,46802
275,0000353905,NATIONWIDE VARIABLE INSURANCE TRUST,ONE NATIONWIDE PLAZA,COLUMBUS,OH,43215
276,0000353965,RIVERSOURCE ACCOUNT F,50605 AMERIPRISE FINANCIAL CENTER,MINNEAPOLIS,MN,55474
277,0000354007,PANORAMA SEPARATE ACCOUNT,1295 STATE STREET,SPRINGFIELD,MA,01111
278,0000354046,FIDELITY CHARLES STREET TRUST,245 SUMMER STREET,BOSTON,MA,02210
279,0000354912,VARIABLE ANNUITY LIFE INSURANCE CO SEPARATE ACCOUNT A,2929 ALLEN PKWY,HOUSTON,TX,77019
280,0000355316,MAXIM SERIES ACCOUNT OF GREAT WEST LIFE & ANNUITY INS CO,8515 E. ORCHARD ROAD,GREENWOOD VILLAGE,CO,80111
281,0000355437,DFA INVESTMENT DIMENSIONS GROUP INC,6300 BEE CAVE ROAD,AUSTIN,TX,78746
282,0000355691,"Federated Hermes Government Income Securities, Inc.",4000 ERICSSON DRIVE,WARRENDALE,PA,15086-7561
283,0000355761,NEW ENGLAND LIFE RETIREMENT INVESTMENT ACCOUNT,METROPOLITAN LIFE INSURANCE CO,NEW YORK,NY,10166
284,0000355767,NEW ALTERNATIVES FUND,150 BROADHOLLOW ROAD,MELVILLE,NY,11747
285,0000355916,"BlackRock Variable Series Funds, Inc.",100 BELLEVUE PARKWAY,WILMINGTON,DE,19809
286,0000356013,RETIREMENT SERIES TRUST,100 BELLEVUE PARKWAY,WILMINGTON,DE,19809
287,0000356076,SEPARATE ACCOUNT NO 301 OF EQUITABLE FINANCIAL LIFE INSURANCE CO,1290 AVENUE OF THE AMERICAS,NEW YORK,NY,10104
288,0000356134,FIRST AMERICAN FUNDS INC,800 NICOLLET MALL,MINNEAPOLIS,MN,55440-1330
289,0000356173,Fidelity Colchester Street Trust,245 SUMMER STREET,BOSTON,MA,02210
290,0000356349,MFS SERIES TRUST XIII,111 HUNTINGTON AVENUE,BOSTON,MA,02199
291,0000356385,GUARDIAN SEPARATE ACCOUNT A,"10 HUDSON YARDS, 22 FLOOR",NEW YORK,NY,10001
292,0000356409,MORGAN STANLEY US GOVERNMENT MONEY MARKET TRUST,522 FIFTH AVENUE,NEW YORK,NY,10036
293,0000356475,BRIGHTHOUSE SEPARATE ACCOUNT A,BRIGHTHOUSE LIFE INSURANCE COMPANY,CHARLOTTE,NC,28277
294,0000356476,GREAT-WEST FUNDS INC,8515 E ORCHARD ROAD,GREENWOOD VILLAGE,CO,80111
295,0000356494,VARIABLE INSURANCE PRODUCTS FUND,245 SUMMER STREET,BOSTON,MA,02210
296,0000356514,NATIONWIDE VARIABLE ACCOUNT II,NATIONWIDE LIFE INSURANCE CO,COLUMBUS,OH,43216
297,0000356682,CALVERT SOCIAL INVESTMENT FUND,1825 CONNECTICUT AVENUE NW,WASHINGTON,DC,20009
298,0000356683,"PRUDENTIAL JENNISON BLEND FUND, INC.",655 BROAD STREET,NEWARK,NJ,07102
299,0000356723,NATIONWIDE MULTI FLEX VARIABLE ACCOUNT,ONE NATIONWIDE PLZ,COLUMBUS,OH,43216-6609
300,0000356778,RELIASTAR SELECT VARIABLE ACCOUNT,20 WASHINGTON AVE SOUTH,MINNEAPOLIS,MN,55401
301,0000356786,SIT LARGE CAP GROWTH FUND INC,3300 IDS CENTER 80 SOUTH 8TH ST,MINNEAPOLIS,MN,55402
302,0000356787,SIT MID CAP GROWTH FUND INC,"3300 IDS CTR, 80 S 8TH ST",MINNEAPOLIS,MN,55402-4130
303,0000356985,MASSACHUSETTS MUTUAL VARIABLE ANNUITY SEPARATE ACCOUNT 2,1295 STATE STREET,SPRINGFIELD,MA,01111
304,0000357052,Federated Hermes Government Income Trust,4000 ERICSSON DRIVE,WARRENDALE,PA,15086-7561
305,0000357057,FIDELITY MASSACHUSETTS MUNICIPAL TRUST,245 SUMMER STREET,BOSTON,MA,02210
306,0000357059,DELAWARE GROUP LIMITED-TERM GOVERNMENT FUNDS,ONE COMMERCE SQUARE,PHILADELPHIA,PA,19103
307,0000357159,Federated Hermes Short-Intermediate Government Trust,4000 ERICSSON DRIVE,WARRENDALE,PA,15086-7561
308,0000357204,Segall Bryant & Hamill Trust,"C/O ULTIMUS FUND SOLUTIONS, LLC",CINCINNATI,OH,45246
309,0000357295,PUTNAM GLOBAL HEALTH CARE FUND,ONE POST OFFICE SQ,BOSTON,MA,02109
310,0000357298,PERMANENT PORTFOLIO FAMILY OF FUNDS,600 MONTGOMERY STREET,SAN FRANCISCO,CA,94111
311,0000357310,FRANKLIN FEDERAL TAX FREE INCOME FUND,ONE FRANKLIN PARKWAY,SAN MATEO,CA,94403-1906
312,0000701039,CALVERT FUND,1825 CONNECTICUT AVENUE NW,WASHINGTON,DC,20009
313,0000701265,OPPENHEIMER INTEGRITY FUNDS,6803 SOUTH TUCSON WAY,CENTENNIAL,CO,80112-3924
314,0000701275,PRUDENTIAL VARIABLE CONTRACT ACCOUNT 11,655 BROAD STREET,NEWARK,NJ,07102
315,0000701276,PRUDENTIAL VARIABLE CONTRACT ACCOUNT 10,655 BROAD STREET,NEWARK,NJ,07102
316,0000701383,RELIASTAR LIFE INS CO OF NEW YORK VAR LIFE SEP ACCT I,1000 WOODBURY ROAD,WOODBURY,NY,11797
317,0000701804,MERGER FUND,615 E MICHIGAN ST,MILWAUKEE,WI,53202
318,0000701817,SEI TAX EXEMPT TRUST,SEI INVESTMENTS,OAK,PA,19456
319,0000701939,SEI DAILY INCOME TRUST /MA/,2 OLIVER ST,BOSTON,MA,02109
320,0000702149,NORTH CAROLINA CAPITAL MANAGEMENT TRUST,245 SUMMER STREET,BOSTON,MA,02210
321,0000702172,"GENERAL GOVERNMENT SECURITIES MONEY MARKET FUNDS, INC.","C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10286
322,0000702184,PENN MUTUAL VARIABLE ANNUITY ACCOUNT III,PENN MUTUALS INDEPENDENCE PL C30,HORSHAM,PA,19044
323,0000702340,PENN SERIES FUNDS INC,600 DRESHER RD,HORSHAM,PA,19044
324,0000702435,Meeder Funds,6125 MEMORIAL DR,DUBLIN,OH,43017
325,0000702533,FIDELITY HANOVER STREET TRUST,245 SUMMER STREET,BOSTON,MA,02210
326,0000703112,FRANKLIN NEW YORK TAX FREE INCOME FUND,ONE FRANKLIN PARKWAY,SAN MATEO,CA,94403-1906
327,0000703153,"GENERAL MUNICIPAL MONEY MARKET FUNDS, INC.","C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10286
328,0000703321,Nassau Life Variable Accumulation Account,ONE AMERICAN ROW,HARTFORD,CT,06115
329,0000703642,DEUTSCHE DWS MONEY MARKET TRUST,875 THIRD AVENUE,NEW YORK,NY,10022-6225
330,0000703704,RIVERSOURCE OF NEW YORK ACCOUNT 4,20 MADISON AVE EXT,ALBANY,NY,12203
331,0000704207,Fidelity Newbury Street Trust,245 SUMMER STREET,BOSTON,MA,02210
332,0000704843,DELAWARE LIFE VARIABLE ACCOUNT C,1601 TRAPELO ROAD,WALTHAM,MA,02451
333,0000704957,Ready Assets U.S.A. Government Money Fund,100 BELLEVUE PARKWAY,WILMINGTON,DE,19809
334,0000705189,MML BAY STATE VARIABLE LIFE SEPARATE ACCOUNT I,1295 STATE ST,SPRINGFIELD,MA,01111
335,0000705318,ASSET MANAGEMENT FUND,690 TAYLOR ROAD,GAHANNA,OH,43230
336,0000706113,DELAWARE LIFE VARIABLE ACCOUNT L,1601 TRAPELO ROAD,WALTHAM,MA,02451
337,0000706211,"T. Rowe Price Growth & Income Fund, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
338,0000707800,AQUILA FUNDS TRUST,120 WEST 45TH STREET,NEW YORK,NY,10036
339,0000707823,FIDELITY MT VERNON STREET TRUST,245 SUMMER STREET,BOSTON,MA,02210
340,0000708191,FIDELITY FINANCIAL TRUST,245 SUMMER STREET,BOSTON,MA,02210
341,0000708950,CALVERT VARIABLE SERIES INC,1825 CONNECTICUT AVENUE NW,WASHINGTON,DC,20009
342,0000709364,ROYCE FUND,745 FIFTH AVENUE,NEW YORK,NY,10151
343,0000710124,NORTHERN INSTITUTIONAL FUNDS,NORTHERN INSTITUTIONAL FUNDS,CHICAGO,IL,60603
344,0000710157,PRUCO LIFE VARIABLE INSURANCE ACCOUNT,PRUCO LIFE INSURANCE COMPANY,NEWARK,NJ,07102
345,0000710826,Brighthouse Funds Trust II,"BRIGHTHOUSE INVESTMENT ADVISERS, LLC",BOSTON,MA,02111
346,0000710828,METROPOLITAN TOWER SEPARATE ACCOUNT ONE,METROPOLITAN TOWER LIFE INSURANCE CO,LINCOLN,NE,68516
347,0000711080,TOUCHSTONE STRATEGIC TRUST,303 BROADWAY,CINCINNATI,OH,45202-4203
348,0000711175,PRUDENTIAL SERIES FUND,655 BROAD STREET,NEWARK,NJ,07102
349,0000711201,PRUDENTIAL INDIVIDUAL VARIABLE CONTRACT ACCOUNT,213 WASHINGTON ST,NEWARK,NJ,07102
350,0000711302,PRUCO LIFE INSURANCE CO SINGLE PREMIUM VARIABLE LIFE ACCOUNT,213 WASHINGTON ST,NEWARK,NJ,07102
351,0000711321,PRUDENTIAL QUALIFIED INDIVIDUAL VARIABLE CONTRACT ACCOUNT/NJ,PRUDENTIAL INSURANCE COMPANY OF AMERICA,NEWARK,NJ,07102
352,0000711322,GREENSPRING FUND INC,2330 WEST JOPPA ROAD SUITE 110,LUTHERVILLE,MD,21093
353,0000711402,PUTNAM CALIFORNIA TAX EXEMPT INCOME FUND,100 FEDERAL STREET,BOSTON,MA,02110
354,0000711600,DEUTSCHE DWS TAX FREE TRUST,875 THIRD AVENUE,NEW  YORK,NY,10022-6225
355,0000712539,PRUCO LIFE OF NEW JERSEY VARIABLE INSURANCE ACCOUNT,PRUCO LIFE INSURANCE CO OF NEW JERSEY,NEWARK,NJ,07102
356,0000714287,DEUTSCHE DWS STATE TAX-FREE INCOME SERIES,875 THIRD AVENUE,NEW YORK,NY,10022-6225
357,0000716716,MORGAN STANLEY VARIABLE INVESTMENT SERIES,522 FIFTH AVENUE,NEW YORK,NY,10036
358,0000716788,LORD ABBETT MID CAP STOCK FUND INC,90 HUDSON STREET,JERSEY CITY,NJ,07302
359,0000716792,FIRST INVESTORS TAX EXEMPT FUNDS,40 WALL STREET,NEW YORK,NY,10005-1343
360,0000716836,OPPENHEIMER GOLD & SPECIAL MINERALS FUND,6803 SOUTH TUCSON WAY,CENTENNIAL,CO,80112-3924
361,0000717316,AMERICAN CENTURY CALIFORNIA TAX FREE & MUNICIPAL FUNDS,1665 CHARLESTON RD,MOUNTAIN VIEW,CA,94043
362,0000717347,New England Variable Life Separate Account,NEW ENGLAND LIFE INSURANCE COMPANY,BOSTON,MA,02111
363,0000717819,"PRUDENTIAL INVESTMENT PORTFOLIOS, INC. 14",655 BROAD STREET,NEWARK,NJ,07102
364,0000717854,ELFUN INCOME FUND,1600 SUMMER STREET,STAMFORD,CT,06905
365,0000718581,FIDELITY NEW YORK MUNICIPAL TRUST,245 SUMMER STREET,BOSTON,MA,02210
366,0000718891,FIDELITY CALIFORNIA MUNICIPAL TRUST,245 SUMMER STREET,BOSTON,MA,02210
367,0000718935,"BNY Mellon Intermediate Municipal Bond Fund, Inc.","C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10286
368,0000719269,MFS VARIABLE INSURANCE TRUST II,111 HUNTINGTON AVENUE,BOSTON,MA,02199
369,0000719423,VALIC Co I,HARBORSIDE 5,JERSEY CITY,NJ,07311
370,0000719451,FIDELITY ADVISOR SERIES IV,245 SUMMER STREET,BOSTON,MA,02210
371,0000719603,EUROPACIFIC GROWTH FUND,333 S HOPE ST - 55TH FL (MICG),LOS ANGELES,CA,90071
372,0000719608,NEW ECONOMY FUND,333 S HOPE ST - 55TH FL (MICG),LOS ANGELES,CA,90071
373,0000719712,PUTNAM NEW YORK TAX EXEMPT INCOME FUND,ONE POST OFFICE SQ,BOSTON,MA,02109
374,0000719799,DELAWARE LIFE VARIABLE ACCOUNT D,1601 TRAPELO ROAD,WALTHAM,MA,02451
375,0000720064,"BNY MELLON CALIFORNIA AMT-FREE MUNICIPAL BOND FUND, INC.","C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10286
376,0000720309,AMG FUNDS III,600 STEAMBOAT ROAD,GREENWICH,CT,06830
377,0000720318,VARIABLE INSURANCE PRODUCTS FUND IV,245 SUMMER STREET,BOSTON,MA,02210
378,0000720498,MATRIX ADVISORS VALUE FUND INC,"2020 EAST FINANCIAL WAY, SUITE 100",GLENDORA,CA,91741
379,0000721291,COPLEY FUND INC /NV/,5348 VEGAS DR,LAS VEGAS,NV,89108
380,0000722574,FIDELITY ADVISOR SERIES I,245 SUMMER STREET,BOSTON,MA,02210
381,0000722885,Pear Tree Funds,55 OLD BEDFORD ROAD,LINCOLN,MA,01773
382,0000723455,"NICHOLAS II, INC",411 E. WISCONSIN AVE.,MILWAUKEE,WI,53202
383,0000723620,NEUBERGER BERMAN INCOME FUNDS,1290 AVENUE OF THE AMERICAS,NEW YORK,NY,10104
384,0000723765,"BNY Mellon New York Tax Exempt Bond Fund, Inc.","C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10286
385,0000724129,SUNAMERICA MONEY MARKET FUNDS INC,HARBORSIDE 5,JERSEY CITY,NJ,07311
386,0000725781,AIM SECTOR FUNDS (INVESCO SECTOR FUNDS),11 GREENWAY PLAZA,HOUSTON,TX,77046
387,0000726352,FIDELITY VARIABLE ANNUITY ACCOUNT /IA/,4333 EDGEWOOD RD NE,CEDAR RAPIDS,IA,52499
388,0000726509,NYLIAC MFA SEPARATE ACCOUNT I,51 MADISON AVE,NEW YORK,NY,10010
389,0000726510,NYLIAC MFA SEPARATE ACCOUNT II,51 MADISON AVE,NEW YORK,NY,10010
390,0000726735,ANCHOR SERIES TRUST,HARBORSIDE 5,JERSEY CITY,NJ,07311
391,0000726994,VALUE LINE CENTURION FUND INC,7 TIMES SQUARE,NEW YORK,NY,10036
392,0000727145,SEPARATE ACCOUNT VA-H OF COMMONWEALTH ANNUITY & LIFE INSURANCE CO,20 GUEST STREET,BRIGHTON,MA,02135
393,0000727146,SEPARATE ACCOUNT VA-G OF COMMONWEALTH ANNUITY & LIFE INSURANCE CO,20 GUEST STREET,BRIGHTON,MA,02135
394,0000728352,DELAWARE GROUP TAX FREE FUND,ONE COMMERCE SQUARE,PHILADELPHIA,PA,19103
395,0000729218,FIDELITY ADVISOR SERIES VIII,245 SUMMER STREET,BOSTON,MA,02210
396,0000729522,VARIABLE SEPARATE ACCOUNT,2727-A ALLEN PARKWAY,HOUSTON,TX,77019
397,0000729528,AMERICAN FUNDS INSURANCE SERIES,333 S HOPE ST - 55TH FL (MICG),LOS ANGELES,CA,90071
398,0000730044,MORGAN STANLEY US GOVERNMENT SECURITIES TRUST,522 FIFTH AVENUE,NEW YORK,NY,10036
399,0000730150,SENTRY VARIABLE ACCOUNT II,1800 N POINT DR,STEVENS POINT,WI,54481
400,0000730200,"T. Rowe Price Tax-Free Short-Intermediate Fund, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
401,0000731890,"T. Rowe Price Short-Term Bond Fund, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
402,0000732041,FPA U.S. VALUE FUND INC,11601 WILSHIRE BOULEVARD,LOS ANGELES,CA,90025
403,0000732337,PUTNAM MORTGAGE SECURITIES FUND,100 FEDERAL STREET,BOSTON,MA,02110
404,0000732697,ULTRA SERIES FUND,550 SCIENCE DRIVE,MADISON,WI,53711
405,0000732726,CMFG VARIABLE LIFE INSURANCE ACCOUNT,2000 HERITAGE WAY,WAVERLY,IA,50677
406,0000733257,VALUE LINE TAX EXEMPT FUND INC,C/O VALUE LINE INC,NEW YORK,NY,10036
407,0000733362,VOYAGEUR TAX FREE FUNDS,ONE COMMERCE SQUARE,PHILADELPHIA,PA,19103
408,0000734383,VANGUARD SPECIALIZED FUNDS,PO BOX 2600,VALLEY FORGE,PA,19482
409,0000736054,VANGUARD STAR FUNDS,PO BOX 2600,VALLEY FORGE,PA,19482
410,0000736913,NEUBERGER BERMAN ADVISERS MANAGEMENT TRUST,1290 AVENUE OF THE AMERICAS,NEW YORK,NY,10104
411,0000736950,JOHN HANCOCK LIFE INSURANCE CO (USA) SEPARATE ACCOUNT L,200 BLOOR STREET EAST NT 10,ONTARIO CANADA,A6,M4W 1E5
412,0000737026,Brighthouse Fund UL for Variable Life Insurance,BRIGHTHOUSE LIFE INSURANCE CO,CHARLOTTE,NC,28277
413,0000737067,KEYPORT VARIABLE ACCOUNT I,DELAWARE LIFE INSURANCE COMPANY,WALTHAM,MA,02451
414,0000737520,"BNY Mellon Strategic Funds, Inc.","C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10166
415,0000737800,LORD ABBETT MUNICIPAL INCOME FUND INC,90 HUDSON STREET,JERSEY CITY,NJ,07302
416,0000739594,Federated Hermes Short-Term Government Trust,4000 ERICSSON DRIVE,WARRENDALE,PA,15086-7561
417,0000740123,DREYFUS TAX EXEMPT CASH MANAGEMENT FUNDS,"C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10286
418,0000740269,NATIONWIDE PROVIDENT VLI SEPARATE ACCOUNT 1,1000 CHESTERBROOK BOULEVARD,BERWYN,PA,19312
419,0000740583,VARIFLEX,SECURITY BENEFIT LIFE INSURANCE CO,TOPEKA,KS,66636-0001
420,0000740766,DREYFUS GOVERNMENT CASH MANAGEMENT FUNDS,"C/O BNY MELLON INVESTMENT ADVISER, INC.",NEW YORK,NY,10286
421,0000740858,FUTUREFUNDS SERIES ACCOUNT OF GREAT WEST LIFE & ANN INS CO,8515 E. ORCHARD ROAD,GREENWOOD VILLAGE,CO,80111
422,0000740870,PRUCO LIFE VARIABLE APPRECIABLE ACCOUNT,PRUCO LIFE INSURANCE COMPANY,NEWARK,NJ,07102
423,0000740967,FIRST INVESTORS INCOME FUNDS,40 WALL STREET,NEW YORK,NY,10005-1343
424,0000741313,PRUCO LIFE OF NEW JERSEY VARIABLE APPRECIABLE ACCOUNT,PRUCO LIFE INSURANCE CO OF NEW JERSEY,NEWARK,NJ,07102
425,0000741350,"PRUDENTIAL WORLD FUND, INC.",655 BROAD STREET,NEWARK,NJ,07102
426,0000741375,MORGAN STANLEY INSTITUTIONAL FUND TRUST,522 FIFTH AVENUE,NEW YORK,NY,10036
427,0000742212,NORTHWESTERN MUTUAL SERIES FUND INC,720 E WISCONSIN AVE,MILWAUKEE,WI,53202
428,0000742277,NORTHWESTERN MUTUAL VARIABLE LIFE ACCOUNT,720 E WISCONSIN AVE,MILWAUKEE,WI,53202
429,0000742286,"Federated Hermes International Series, Inc.",4000 ERICSSON DRIVE,WARRENDALE,PA,15086-7561
430,0000743415,MUTUAL OF AMERICA SEPARATE ACCOUNT NO 2,320 PARK AVE,NEW YORK,NY,10022
431,0000743773,"Calvert Variable Products, Inc.",1825 CONNECTICUT AVENUE NW,WASHINGTON,DC,20009
432,0000743861,JOHN HANCOCK INVESTMENT TRUST II,C/O JOHN HANCOCK FUNDS,BOSTON,MA,02116
433,0000744043,METROPOLITAN LIFE SEPARATE ACCOUNT E,200 PARK AVENUE,NEW YORK,NY,10166
434,0000744822,FIDELITY INVESTMENT TRUST,245 SUMMER STREET,BOSTON,MA,02210
435,0000745338,OCM MUTUAL FUND,2600 KITTY HAWK ROAD,LIVERMORE,CA,94551
436,0000745463,EATON VANCE MUTUAL FUNDS TRUST,TWO INTERNATIONAL PLACE,BOSTON,MA,02110
437,0000745467,MERIDIAN FUND INC,100 FILLMORE STREET,DENVER,CO,80206
438,0000745967,Federated Hermes High Yield Trust,4000 ERICSSON DRIVE,WARRENDALE,PA,15086-7561
439,0000745968,Federated Hermes Equity Funds,4000 ERICSSON DRIVE,WARRENDALE,PA,15086-7561
440,0000746458,AMERICAN CENTURY MUNICIPAL TRUST,4500 MAIN STREET,KANSAS CITY,MO,64111
441,0000746518,PRUDENTIAL INVESTMENT PORTFOLIOS 6,655 BROAD STREET,NEWARK,NJ,07102
442,0000746551,MASSACHUSETTS MUTUAL VARIABLE LIFE SEPARATE ACCOUNT II,1295 STATE ST,SPRINGFIELD,MA,01111
443,0000746601,SIT MUTUAL FUNDS II INC,"3300 IDS CTR, 80 S. 8TH STREET",MINNEAPOLIS,MN,55402
444,0000746687,STATE STREET VARIABLE INSURANCE SERIES FUNDS INC,1600 SUMMER STREET,STAMFORD,CT,06905
445,0000747546,PARNASSUS FUNDS,ONE MARKET #1600,SAN FRANCISCO,CA,94105
446,0000747576,LEGG MASON PARTNERS MONEY MARKET TRUST,"LEGG MASON & CO., LLC",NEW YORK,NY,10018
447,0000747677,DEUTSCHE DWS INCOME TRUST,875 THIRD AVENUE,NEW YORK,NY,10022-6225
448,0000748591,SBL VARIABLE UNIVERSAL LIFE,SECURITY BENEFIT LIFE INSURANCE CO,TOPEKA,KS,66636-0001
449,0000749330,CARILLON ACCOUNT,"5900 ""O"" STREET",LINCOLN,NE,68510
450,0000749938,INDEPENDENCE VARIABLE LIFE SEPARATE ACCOUNT,INDEPENDENCE LIFE & ANNUITY COMPANY,WELLESLEY HILLS,MA,02481
451,0000750909,HAWAIIAN TAX FREE TRUST,120 WEST 45TH STREET,NEW YORK,NY,10036
452,0000751173,"MANNING & NAPIER FUND, INC.",290 WOODCLIFF DRIVE,FAIRPORT,NY,14450
453,0000751199,FIDELITY INCOME FUND /MA/,245 SUMMER STREET,BOSTON,MA,02210
454,0000751482,FIRST VARIABLE ANNUITY FUND E,2801 HIGHWAY 280 SOUTH,BIRMINGHAM,AL,35223
455,0000751656,MFS MUNICIPAL SERIES TRUST,111 HUNTINGTON AVENUE,BOSTON,MA,02199
456,0000752177,VANGUARD CHESTER FUNDS,PO BOX 2600,VALLEY FORGE,PA,19482
457,0000752737,OPPENHEIMER VARIABLE ACCOUNT FUNDS,6803 SOUTH TUCSON WAY,CENTENNIAL,CO,80112-3924
458,0000753892,JOHN HANCOCK LIFE INSURANCE CO (USA) SEPARATE ACCOUNT H,601 CONGRESS STREET,BOSTON,MA,02210
459,0000754510,FIDELITY SECURITIES FUND,245 SUMMER STREET,BOSTON,MA,02210
460,0000754915,"T. Rowe Price High Yield Fund, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
461,0000756913,JOHN HANCOCK VARIABLE INSURANCE TRUST,C/O JOHN HANCOCK FUNDS,BOSTON,MA,02116
462,0000757010,FRANKLIN TAX FREE TRUST,ONE FRANKLIN PARKWAY,SAN MATEO,CA,94403-1906
463,0000757552,Lincoln Life Flexible Premium Variable Life Account JF-A,ONE GRANITE PLACE,CONCORD,NH,03301-3258
464,0000757928,AMERICAN CENTURY TARGET MATURITIES TRUST,4500 MAIN STREET,KANSAS CITY,MO,64111
465,0000758003,"T. Rowe Price Tax-Free High Yield Fund, Inc.",100 EAST PRATT STREET,BALTIMORE,MD,21202
